class,age,male,female
0,0 to 1,2498.87,2321.65
1,1 to 5,9646.56,8946.89
10,10 to 15,12097.14,11517.08
15,15 to 20,10150.09,10106.94
20,20 to 25,9568.47,9546.65
25,25 to 30,9939.79,9490.19
30,30 to 35,9970.15,9924.39
35,35 to 40,9880.13,9336.46
40,40 to 45,8788.72,8647.97
45,45 to 50,7826.01,7621.68
5,5 to 10,11820.07,11008.05
50,50 to 55,6756.32,6808.5
55,55 to 60,5763.75,6149.02
60,60 to 65,5326.94,5497.02
65,65 to 70,3528.4,3835.19
70,70 to 75,1999.73,2597.72
75,75 to 80,1090.05,1569.43
80,80 and over,916.24,1243.92
