class,age,male,female
0,0 to 1,676.97,636.36
1,1 to 5,2613.34,2452.33
10,10 to 15,2897.69,2760.44
15,15 to 20,2398.8,2528.11
20,20 to 25,2407.06,2576.09
25,25 to 30,2565.93,2436.83
30,30 to 35,2394.47,2325
35,35 to 40,2259.14,2295.1
40,40 to 45,2100.39,2117.27
45,45 to 50,1926.08,1859.33
5,5 to 10,3322.13,3240.49
50,50 to 55,1565.23,1561.19
55,55 to 60,1269.46,1345.76
60,60 to 65,1158.52,1419.61
65,65 to 70,790.64,940.65
70,70 to 75,352.93,486.8
75,75 to 80,154.95,232.06
80,80 and over,110.7,171.07
