class,age,male,female
0,0 to 1,1777.84,1498.49
1,1 to 5,6863.1,5774.7
10,10 to 15,8783.3,8127.71
15,15 to 20,9063.26,8634.16
20,20 to 25,9107.42,8836.82
25,25 to 30,9131.2,8812.68
30,30 to 35,9052.57,8477.42
35,35 to 40,8595.81,7691.34
40,40 to 45,7388.12,6902.23
45,45 to 50,6474.94,6152.09
5,5 to 10,8018.02,7128.8
50,50 to 55,5638.39,5779.79
55,55 to 60,5367.28,5031.79
60,60 to 65,4591.24,4187.5
65,65 to 70,3285.58,2978.81
70,70 to 75,2191.8,2111.88
75,75 to 80,1386.96,1291.76
80,80 and over,1114.53,1028.54
