class,age,male,female
0,0 to 1,577.28,527.46
1,1 to 5,2228.5,2032.66
10,10 to 15,2932.56,2798.05
15,15 to 20,2955.49,2859.74
20,20 to 25,3003.9,2898.5
25,25 to 30,2966.85,2795.95
30,30 to 35,2770.96,2668.04
35,35 to 40,2647.65,2463.25
40,40 to 45,2340.79,2262
45,45 to 50,2150.71,1969.98
5,5 to 10,2799.59,2588.88
50,50 to 55,1719.27,1697.07
55,55 to 60,1523.38,1360.91
60,60 to 65,1105.07,1136.13
65,65 to 70,787.55,817.06
70,70 to 75,478.83,516.03
75,75 to 80,266.69,305.61
80,80 and over,212.63,238.08
