class,age,male,female
0,0 to 1,780.45,725.87
1,1 to 5,3012.82,2797.26
10,10 to 15,3785.72,3636.1
15,15 to 20,3292.01,3343.45
20,20 to 25,2990.03,3183.65
25,25 to 30,3030.82,2998.92
30,30 to 35,2785.51,2900.01
35,35 to 40,2708.66,2815.61
40,40 to 45,2468.56,2572.94
45,45 to 50,2211.08,2150.04
5,5 to 10,4132.42,3902.84
50,50 to 55,1752.85,1953.88
55,55 to 60,1467.93,1645.59
60,60 to 65,1281.87,1575.32
65,65 to 70,806.07,1002.71
70,70 to 75,452.33,636.35
75,75 to 80,227.59,310.99
80,80 and over,169.86,258.75
