class,age,male,female
0,0 to 1,992.3,868.11
1,1 to 5,3830.65,3345.41
10,10 to 15,5521.09,5300.67
15,15 to 20,5398.31,5332.83
20,20 to 25,5328.68,4877.58
25,25 to 30,4999.49,4781.68
30,30 to 35,4648.53,4705.45
35,35 to 40,4372.25,4438.09
40,40 to 45,4042.22,3975.01
45,45 to 50,3564.03,3362.39
5,5 to 10,5006.44,4500.09
50,50 to 55,2975.17,3162.53
55,55 to 60,2647.02,2635.89
60,60 to 65,2270.33,2324.8
65,65 to 70,1663.56,1629.11
70,70 to 75,1132.64,1250.65
75,75 to 80,718.71,724.99
80,80 and over,596.96,650.34
