class,age,male,female
0,0 to 1,1161.75,1078.86
1,1 to 5,4484.79,4157.59
10,10 to 15,5606.48,5339.43
15,15 to 20,4793.84,4771.12
20,20 to 25,4530.15,4481.94
25,25 to 30,4664.01,4449.35
30,30 to 35,4665.41,4629.45
35,35 to 40,4611.14,4350.17
40,40 to 45,4105.08,4041.01
45,45 to 50,3659.69,3557.91
5,5 to 10,5457.08,5084.03
50,50 to 55,3162.4,3184.86
55,55 to 60,2712.98,2881.9
60,60 to 65,2509.87,2581.65
65,65 to 70,1675.63,1811.88
70,70 to 75,959.95,1225.79
75,75 to 80,523.07,742.96
80,80 and over,443.43,597.48
