class,age,male,female
0,0 to 1,366.53,340.53
1,1 to 5,1414.93,1312.3
10,10 to 15,1774.37,1689.29
15,15 to 20,1488.79,1482.46
20,20 to 25,1403.48,1400.28
25,25 to 30,1457.94,1391.99
30,30 to 35,1462.39,1455.68
35,35 to 40,1449.19,1369.45
40,40 to 45,1289.1,1268.46
45,45 to 50,1147.9,1117.93
5,5 to 10,1733.73,1614.63
50,50 to 55,991,998.65
55,55 to 60,845.41,901.92
60,60 to 65,781.34,806.29
65,65 to 70,517.54,562.53
70,70 to 75,293.31,381.03
75,75 to 80,159.89,230.2
80,80 and over,134.39,182.45
