class,age,male,female
0,0 to 1,1300.27,1156.89
1,1 to 5,5019.54,4458.29
10,10 to 15,6675.69,6169.22
15,15 to 20,6705.96,6740.05
20,20 to 25,7265.56,7091.68
25,25 to 30,7084.71,6752.85
30,30 to 35,6486.07,6088.07
35,35 to 40,5905.98,5578.87
40,40 to 45,5201.52,4994.76
45,45 to 50,4633.21,4584.03
5,5 to 10,6005.97,5451.23
50,50 to 55,4080.54,4200.41
55,55 to 60,3671.71,3662.49
60,60 to 65,3124.52,2889.68
65,65 to 70,2239.48,2168
70,70 to 75,1613.34,1713.43
75,75 to 80,1153.53,1161.9
80,80 and over,931.69,959.18
