class,age,male,female
0,0 to 1,480.49,434.03
1,1 to 5,1854.89,1672.62
10,10 to 15,2751.72,2542.19
15,15 to 20,2796.68,2731.42
20,20 to 25,3126.67,2965.68
25,25 to 30,3076.59,2943.05
30,30 to 35,2900,2715.86
35,35 to 40,2723.47,2571.1
40,40 to 45,2489.02,2361.93
45,45 to 50,2234.17,2107.56
5,5 to 10,2368.62,2115.94
50,50 to 55,1914.77,1876.39
55,55 to 60,1651.17,1592.14
60,60 to 65,1386.61,1278.23
65,65 to 70,1055.63,1039.88
70,70 to 75,745.94,803.82
75,75 to 80,549.24,559.31
80,80 and over,438.54,474.33
