class,age,male,female
0,0 to 1,645.6,589.73
1,1 to 5,2492.26,2272.64
10,10 to 15,3285.07,3134.5
15,15 to 20,3327.9,3221.54
20,20 to 25,3395.71,3266.96
25,25 to 30,3349.66,3146.83
30,30 to 35,3126.28,3000.7
35,35 to 40,2981.22,2769.63
40,40 to 45,2634.03,2544.11
45,45 to 50,2418.09,2217.52
5,5 to 10,3123.43,2888.05
50,50 to 55,1937.42,1912.26
55,55 to 60,1718.37,1533.97
60,60 to 65,1248.93,1281.57
65,65 to 70,892.66,923.91
70,70 to 75,542.91,586
75,75 to 80,304.5,350.44
80,80 and over,244.53,274.14
