class,age,male,female
0,0 to 1,674.27,613.27
1,1 to 5,2602.93,2363.36
10,10 to 15,3644.9,3441.2
15,15 to 20,3491.3,3538.1
20,20 to 25,3538.41,3467.33
25,25 to 30,3469.98,3373.17
30,30 to 35,3261.25,3094.41
35,35 to 40,2942.76,2827.19
40,40 to 45,2636.74,2577.74
45,45 to 50,2379.23,2335.46
5,5 to 10,3195.32,2919.16
50,50 to 55,2150.33,2090.47
55,55 to 60,1764.67,1659.94
60,60 to 65,1375.82,1296.06
65,65 to 70,1073.27,1048.08
70,70 to 75,800.63,883.44
75,75 to 80,559.14,574.23
80,80 and over,439.8,489.31
