class,age,male,female
0,0 to 1,944.78,874.62
1,1 to 5,3647.18,3370.51
10,10 to 15,4917.93,4672.11
15,15 to 20,5471.43,5508.56
20,20 to 25,5426.27,5109.35
25,25 to 30,5255.75,4814.51
30,30 to 35,5080.77,4722.34
35,35 to 40,4804.02,4472.93
40,40 to 45,4320.93,4222.82
45,45 to 50,3865.86,3716.42
5,5 to 10,4116.29,3802.32
50,50 to 55,3382.25,3421.89
55,55 to 60,3036.53,2937.1
60,60 to 65,2564.99,2512.65
65,65 to 70,1884.36,1956.59
70,70 to 75,1226.36,1354.8
75,75 to 80,679.79,838.04
80,80 and over,583.37,666.37
