class,age,male,female
0,0 to 1,1100.37,993.24
1,1 to 5,4247.84,3827.61
10,10 to 15,6287.86,5803.1
15,15 to 20,6410.52,6246.95
20,20 to 25,7164.36,6786.9
25,25 to 30,7045.27,6740.63
30,30 to 35,6650.58,6224.14
35,35 to 40,6242.19,5888.06
40,40 to 45,5697.67,5398.61
45,45 to 50,5111.18,4815.98
5,5 to 10,5422.93,4843.53
50,50 to 55,4379.52,4286.02
55,55 to 60,3782.09,3634.54
60,60 to 65,3164.13,2911.9
65,65 to 70,2404.04,2360.56
70,70 to 75,1695.6,1823.81
75,75 to 80,1247.06,1268.95
80,80 and over,998.67,1079.07
