class,age,male,female
0,0 to 1,788.66,696.36
1,1 to 5,3044.51,2683.54
10,10 to 15,4213.11,3781.84
15,15 to 20,4706.1,4321.32
20,20 to 25,5195.47,4750.01
25,25 to 30,5042.93,4834.72
30,30 to 35,4942.01,4536.92
35,35 to 40,4566.23,4203.84
40,40 to 45,4032.27,3649.15
45,45 to 50,3556.6,3234.32
5,5 to 10,3835.74,3408.76
50,50 to 55,3025.55,2850.98
55,55 to 60,2734.35,2373.32
60,60 to 65,2049.28,1791.42
65,65 to 70,1464.46,1290.89
70,70 to 75,973.94,982.67
75,75 to 80,695.04,685.88
80,80 and over,611.11,637.86
