class,age,male,female
0,0 to 1,538.33,516.19
1,1 to 5,2078.15,1989.22
10,10 to 15,2325.79,2218.73
15,15 to 20,1822.63,1868.66
20,20 to 25,1731.47,1873.16
25,25 to 30,1944.01,1808.73
30,30 to 35,1775.46,1710.95
35,35 to 40,1693.67,1626.65
40,40 to 45,1464.64,1427.41
45,45 to 50,1332.72,1294.52
5,5 to 10,2582.86,2528.98
50,50 to 55,1094.06,1067.73
55,55 to 60,883.37,933.35
60,60 to 65,765.96,869.14
65,65 to 70,517.17,620.27
70,70 to 75,268.58,364.57
75,75 to 80,128.29,186.75
80,80 and over,100.48,149.24
