class,age,male,female
0,0 to 1,1068.1,1001.54
1,1 to 5,4123.28,3859.61
10,10 to 15,5294.91,5103.69
15,15 to 20,4078.38,4407.62
20,20 to 25,4049.98,4497.29
25,25 to 30,4217.6,4158.42
30,30 to 35,3746.65,3724.62
35,35 to 40,3572.4,3635.04
40,40 to 45,3378.86,3436.1
45,45 to 50,3016.46,2940.83
5,5 to 10,5608.12,5307.24
50,50 to 55,2519.9,2675.48
55,55 to 60,2212.89,2416.2
60,60 to 65,2276.7,2377.49
65,65 to 70,1335.8,1409.41
70,70 to 75,664.48,894.81
75,75 to 80,368.04,481.09
80,80 and over,262.42,384.07
