class,age,male,female
0,0 to 1,2175.11,2090.1
1,1 to 5,8396.72,8054.58
10,10 to 15,9434.03,8997.6
15,15 to 20,7367.76,7520.17
20,20 to 25,6955.35,7522
25,25 to 30,7845.37,7286.43
30,30 to 35,7151.2,6888.46
35,35 to 40,6831.84,6519.42
40,40 to 45,5855.61,5682.83
45,45 to 50,5320.11,5174.85
5,5 to 10,10415.81,10197.21
50,50 to 55,4375.02,4266.34
55,55 to 60,3532.26,3738.22
60,60 to 65,3044.55,3417.43
65,65 to 70,2055.24,2465.02
70,70 to 75,1087.97,1471.92
75,75 to 80,525.16,760.24
80,80 and over,414.29,613.52
