class,age,male,female
0,0 to 1,414.5,380.74
1,1 to 5,1600.12,1467.26
10,10 to 15,2063.67,1991.11
15,15 to 20,2276.23,2271.61
20,20 to 25,2218.45,1963.65
25,25 to 30,2094.69,1823.23
30,30 to 35,1927.5,1746.62
35,35 to 40,1791.63,1602.62
40,40 to 45,1539.4,1477.65
45,45 to 50,1352.17,1284.43
5,5 to 10,1784.6,1653.13
50,50 to 55,1190.25,1238.28
55,55 to 60,1117.52,1153.47
60,60 to 65,1086.96,1036.58
65,65 to 70,806.86,745.44
70,70 to 75,478.24,493.3
75,75 to 80,263.24,292.69
80,80 and over,234.27,266.31
