class,age,male,female
0,0 to 1,2414.47,2205.38
1,1 to 5,9320.73,8498.83
10,10 to 15,12593.49,11994.56
15,15 to 20,14110.98,13852.95
20,20 to 25,15551.55,14205.91
25,25 to 30,15089.44,13278.52
30,30 to 35,13772.53,12259.03
35,35 to 40,12461.69,11231.58
40,40 to 45,10874.91,10393.58
45,45 to 50,9857.19,9297.89
5,5 to 10,10951.02,10146.32
50,50 to 55,8323.91,8199.36
55,55 to 60,7501.43,6580.17
60,60 to 65,5653.87,5539.27
65,65 to 70,4193.78,4094.54
70,70 to 75,2538.98,2810.07
75,75 to 80,1614.11,1952.58
80,80 and over,1445.6,1613.97
