class,age,male,female
0,0 to 1,891.28,779.73
1,1 to 5,3440.68,3004.84
10,10 to 15,4959.03,4761.05
15,15 to 20,4848.75,4789.93
20,20 to 25,4786.21,4381.03
25,25 to 30,4490.53,4294.89
30,30 to 35,4175.29,4226.42
35,35 to 40,3927.15,3986.28
40,40 to 45,3630.71,3570.34
45,45 to 50,3201.2,3020.09
5,5 to 10,4496.77,4041.97
50,50 to 55,2672.28,2840.57
55,55 to 60,2377.55,2367.55
60,60 to 65,2039.21,2088.13
65,65 to 70,1494.21,1463.26
70,70 to 75,1017.33,1123.33
75,75 to 80,645.55,651.19
80,80 and over,536.18,584.14
