class,age,male,female
0,0 to 1,1200.52,1123.77
1,1 to 5,4634.47,4330.66
10,10 to 15,6193.03,5876.09
15,15 to 20,5403.42,5218.55
20,20 to 25,5081.02,5216.03
25,25 to 30,5180.42,5062.63
30,30 to 35,4802.18,4750.81
35,35 to 40,4591.08,4625.8
40,40 to 45,4273.7,4392.22
45,45 to 50,3991.22,3931.44
5,5 to 10,6247.67,5737.67
50,50 to 55,3383.27,3531.58
55,55 to 60,2946.93,2886.65
60,60 to 65,2369.69,2410.36
65,65 to 70,1615.43,1666.91
70,70 to 75,918.63,1144.18
75,75 to 80,537.59,681.34
80,80 and over,420.77,528.12
