class,age,male,female
0,0 to 1,389,362.31
1,1 to 5,1501.7,1396.23
10,10 to 15,1822.57,1725.86
15,15 to 20,1506.53,1586.54
20,20 to 25,1442.49,1564.08
25,25 to 30,1519.71,1491.75
30,30 to 35,1394.95,1422.56
35,35 to 40,1339.42,1387.59
40,40 to 45,1249.91,1289.43
45,45 to 50,1113.39,1113.76
5,5 to 10,2118.86,1993.28
50,50 to 55,912.74,963.89
55,55 to 60,695.67,766.98
60,60 to 65,577.04,800.41
65,65 to 70,403.89,562.19
70,70 to 75,189.99,315.11
75,75 to 80,81.17,135.73
80,80 and over,66.47,112
