class,age,male,female
0,0 to 1,990.5,887.85
1,1 to 5,3823.68,3421.5
10,10 to 15,5632.25,5153.74
15,15 to 20,5891.2,5797.43
20,20 to 25,6446.91,6291.44
25,25 to 30,6856.93,6629.22
30,30 to 35,6373.28,5888.93
35,35 to 40,5710.57,5389.83
40,40 to 45,5259.72,5078.42
45,45 to 50,4707.81,4590.7
5,5 to 10,4760.32,4272.31
50,50 to 55,4296.03,4363.96
55,55 to 60,3941.65,3689.38
60,60 to 65,3148.14,2862.38
65,65 to 70,2372.43,2310.36
70,70 to 75,1784.81,1984.41
75,75 to 80,1443.76,1428.17
80,80 and over,1145.5,1167.5
