class,age,male,female
0,0 to 1,1363.19,1193.45
1,1 to 5,5262.43,4599.17
10,10 to 15,7576.23,7274.07
15,15 to 20,7393.43,7308.77
20,20 to 25,7298.47,6691.02
25,25 to 30,6853,6556.11
30,30 to 35,6369.58,6446.68
35,35 to 40,5991.61,6082.01
40,40 to 45,5540.41,5449.85
45,45 to 50,4885.5,4610.36
5,5 to 10,6880.83,6188.37
50,50 to 55,4078.31,4335.13
55,55 to 60,3628.05,3615.62
60,60 to 65,3116.71,3192.17
65,65 to 70,2279.37,2233.53
70,70 to 75,1548.69,1712.21
75,75 to 80,982.04,992.07
80,80 and over,815.1,889.31
