class,age,male,female
0,0 to 1,892.15,835.22
1,1 to 5,3444.03,3218.67
10,10 to 15,4633.76,4398.93
15,15 to 20,4034.05,3887.32
20,20 to 25,3776.89,3874.76
25,25 to 30,3844.47,3763.03
30,30 to 35,3559.96,3533.97
35,35 to 40,3412.56,3451.48
40,40 to 45,3182.42,3278.52
45,45 to 50,2974.03,2937.29
5,5 to 10,4667.72,4281.57
50,50 to 55,2523.62,2639.26
55,55 to 60,2198.4,2156.28
60,60 to 65,1767.75,1800.64
65,65 to 70,1206.59,1248.29
70,70 to 75,685.93,856.2
75,75 to 80,401.52,510.41
80,80 and over,313.81,395.32
