class,age,male,female
0,0 to 1,1034.96,968.96
1,1 to 5,3995.31,3734.05
10,10 to 15,5373.56,5100.85
15,15 to 20,4677.73,4507.67
20,20 to 25,4379,4492.6
25,25 to 30,4457.18,4362.09
30,30 to 35,4126.84,4096.46
35,35 to 40,3955.61,4000.44
40,40 to 45,3688.42,3799.78
45,45 to 50,3447.05,3404.23
5,5 to 10,5413.16,4965.71
50,50 to 55,2924.43,3058.51
55,55 to 60,2547.45,2498.7
60,60 to 65,2048,2086.84
65,65 to 70,1397.93,1446.63
70,70 to 75,794.39,991.72
75,75 to 80,464.93,591.06
80,80 and over,363.31,457.74
