Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
Odisha Agro Industries Corporation Ltd.,M.D./OAIC-02 (A.I.) /2025-26,2025_OAICL_110102_1,Yes,National Competitive Bid,EOI,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid Document,04-Feb-2025 09:00 AM,27-Feb-2025 11:30 AM,04-Feb-2025 09:00 AM,25-Feb-2025 05:30 PM,NA ,NA ,04-Feb-2025 09:00 AM,25-Feb-2025 05:30 PM,25-Apr-2025 11:00 AM,"3,00,000",Yes,fixed,,Nil,Nil,1.0,Date Extension,Date,,1.0,ICICI BANK,"11,800",Nil,Nil,Yes,D D M (AI),"Odisha Agro Industries Corporation Ltd., Bhubaneswar",PROCUREMENT OF INSECTICIDES HERBICIDES FUNGICIDES BIO INSECTICIDES BIO FUNGICIDES MICRONUTRIENTS BIO-FERTILIZERS ORGANIC FERTILIZERS TRAPS AND LURES,PROCUREMENT OF INSECTICIDES HERBICIDES FUNGICIDES BIO-INSECTICIDES BIO-FUNGICIDES MICRONUTRIENTS BIO-FERTILIZERS ORGANIC FERTILIZERS TRAPS and LURES,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,90.0,NA ,National,751007.0,NA ,NA ,NA ,Bhubaneswar,No ,No,AOC,14-Jul-2025,INR 0,365.0,Dillip Kumar Mohanty,16-Jul-2025 11:54 AM,AOC.pdf (542.00 KB),AOC,1.0,2796300.0,CropG1 Agro Research & Development Private Limited,INR,1.0,1,2813696,ADAMA INDIA PRIVATE LIMITED,22-Feb-2025 08:08 PM,Rejected-Finance,Rejected,06-Jun-2025 04:02 PM,Finance,42 nos. of financial bids opened,Dillip Kumar Mohanty,06-Jun-2025 03:43 PM,,General Manager,Mixed,Committee members list attached,Dillip Kumar Mohanty,06-Jun-2025 04:02 PM,finsummary_528321.pdf (870.58 KB),Odisha Agro Industries Corporation Ltd.,2025_OAICL_110102_1,M.D./OAIC-02 (A.I.) /2025-26,PROCUREMENT OF INSECTICIDES HERBICIDES FUNGICIDES BIO INSECTICIDES BIO FUNGICIDES MICRONUTRIENTS BIO-FERTILIZERS ORGANIC FERTILIZERS TRAPS AND LURES,Technical,54 nos. of technical bids opened.,Dillip Kumar Mohanty,23-Apr-2025 05:00 PM,,Managing Director,Mixed,Committee Members List Attached,Dillip Kumar Mohanty,23-Apr-2025 05:10 PM,25-Apr-2025 11:00 AM,techsummary_528321.pdf (529.75 KB),1.0,Revoke Tender,Revoke Tender,23-Apr-2025 04:43 PM,AI_PROC_2.pdf ,512.79,Technical Opening,AOC
,,,,,,,,,,,,,,2.0,Finance,.pdf,Price Bid,,,,,,,,,,,,,,,,2.0,Modifications in DTCN,Technical Bid,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,2800417.0,Land Marshal Chemical Industries,INR,1.0,2,2798593,ADHUNIK CROP CARE PRIVATE LIMITED,19-Feb-2025 05:52 PM,Rejected-Technical,Rejected,23-Apr-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Revoke Tender 1,Tender Revocation (Financial Bid),06-Jun-2025 02:58 PM,L1price.pdf ,853.41,Financial Opening,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,2800921.0,JU AGRI SCIENCES PVT LTD,INR,1.0,3,2812502,AGRO LIFE SCIENCE CORPORATION,25-Feb-2025 01:29 PM,Accepted-AOC,Accepted,16-Jul-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,2810447.0,PARAMOUNT PESTICIDES LIMITED,INR,1.0,4,2819526,Ajay Bio-Tech (India) Ltd.,25-Feb-2025 03:23 PM,Accepted-AOC,Accepted,16-Jul-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5.0,2810469.0,Rallis India Limited,INR,1.0,5,2832212,ANMOL AGRIFARMS INPUTS PRIVATE LIMITED,25-Feb-2025 04:25 PM,Accepted-AOC,Accepted,16-Jul-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6.0,2810662.0,PARIJAT INDUSTRIES INDIA PRIVATE LIMITED,INR,1.0,6,2827327,ARYSTA LIFESCIENCE INDIA LTD,25-Feb-2025 05:27 PM,Rejected-Technical,Rejected,23-Apr-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7.0,2812471.0,BP AGRO CHEMICALS,INR,1.0,7,2821682,Beena Chemicals and fertilizers Pvt Ltd,24-Feb-2025 04:27 PM,Accepted-AOC,Accepted,16-Jul-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8.0,2812502.0,AGRO LIFE SCIENCE CORPORATION,INR,1.0,8,2828904,Best Agrolife Ltd,25-Feb-2025 04:55 PM,Rejected-Technical,Rejected,23-Apr-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9.0,2815091.0,Crystal Crop Protection Limited,INR,1.0,9,2835527,BHARAT FERTILIZER,24-Feb-2025 04:18 PM,Rejected-Technical,Rejected,23-Apr-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10.0,2819526.0,Ajay Bio-Tech (India) Ltd.,INR,1.0,10,2806717,B N KN FERTI CHEM,24-Feb-2025 04:51 PM,Rejected-Finance,Rejected,06-Jun-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11.0,2821682.0,Beena Chemicals and fertilizers Pvt Ltd,INR,1.0,11,2812471,BP AGRO CHEMICALS,24-Feb-2025 04:35 PM,Accepted-AOC,Accepted,16-Jul-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12.0,2823010.0,M/S SAKTI BIO FERTILIZERS,INR,1.0,12,2828110,CENTRAL INSECTICIDES AND FERTILIZERS,25-Feb-2025 03:52 PM,Accepted-AOC,Accepted,16-Jul-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13.0,2824607.0,Vedic Agro Science Private Limited,INR,1.0,13,2836236,CHITTA RANJAN MAHAPATRA,25-Feb-2025 03:52 PM,Accepted-AOC,Accepted,16-Jul-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14.0,2825416.0,TROPICAL AGROSYSTEM (INDIA) PVT. LTD.,INR,1.0,14,2796300,CropG1 Agro Research & Development Private Limited,25-Feb-2025 04:42 PM,Accepted-AOC,Accepted,16-Jul-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15.0,2825552.0,MAHABIR BAJRANG AGRO CHEMICAL PRIVATE LIMITED,INR,1.0,15,2815091,Crystal Crop Protection Limited,25-Feb-2025 01:24 AM,Accepted-AOC,Accepted,16-Jul-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,16.0,2827990.0,SHRI RAM SOLVENT EXTRACTIONS PVT LTD,INR,1.0,16,2837791,DEWBORN AGRONUTRIENTS,25-Feb-2025 04:29 PM,Accepted-AOC,Accepted,16-Jul-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,17.0,2828110.0,CENTRAL INSECTICIDES AND FERTILIZERS,INR,1.0,17,2833091,Fine Trap India,25-Feb-2025 03:51 PM,Rejected-Finance,Rejected,06-Jun-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,18.0,2829388.0,ROYAL CHEMICAL AND FERTILIZERS,INR,1.0,18,2835725,GLARE CHEMICALS INDIA,24-Feb-2025 04:13 PM,Accepted-AOC,Accepted,16-Jul-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,19.0,2830744.0,SRL & CO,INR,1.0,19,2836035,GREENBAY BIOTECH INTERNATIONAL PRIVATE LIMITED,24-Feb-2025 08:20 PM,Rejected-Finance,Rejected,06-Jun-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,20.0,2831037.0,MULTIPLEX BIO-TECH PVT LTD,INR,1.0,20,2837129,HAREKRISHNA RICE PROCESSING & EXPORTS,25-Feb-2025 01:26 PM,Accepted-AOC,Accepted,16-Jul-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,21.0,2832212.0,ANMOL AGRIFARMS INPUTS PRIVATE LIMITED,INR,1.0,21,2836957,HIL (INDIA) LIMITED,25-Feb-2025 04:20 PM,Rejected-Technical,Rejected,23-Apr-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,22.0,2835534.0,SUPER CROP SAFE LIMITED,INR,1.0,22,2832394,Hindustan Sales Corporation,24-Feb-2025 10:58 PM,Rejected-Finance,Rejected,06-Jun-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,23.0,2835725.0,GLARE CHEMICALS INDIA,INR,1.0,23,2818245,INDO AGRITECH PVT LTD,25-Feb-2025 03:30 PM,Rejected-Finance,Mismatch of CA certificate with audited balance sheet for 3 years,06-Jun-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,24.0,2836236.0,CHITTA RANJAN MAHAPATRA,INR,1.0,24,2800921,JU AGRI SCIENCES PVT LTD,24-Feb-2025 01:39 PM,Accepted-AOC,Accepted,16-Jul-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
