object_id,distance_from_sea,min_distance_from_sea,timeperiod
21-390-03433,134.353,118.577,
21-379-03434,1.437,0.0,
21-379-03435,3.607,0.0,
21-379-03436,5.318,0.0,
21-379-03437,4.186,0.0,
21-379-03438,1.822,0.0,
21-379-03439,2.239,0.0,
21-379-03440,3.286,0.0,
21-379-03441,3.057,0.0,
21-379-03442,1.231,0.0,
21-375-03443,44.462,24.472,
21-375-03444,51.389,34.933,
21-375-03445,93.557,81.814,
21-375-03446,26.313,12.479,
21-375-03447,58.635,39.991,
21-375-03448,39.898,21.422,
21-375-03449,34.519,17.9,
21-375-03450,79.173,61.983,
21-375-03451,83.757,61.277,
21-375-03452,71.289,61.39,
21-375-03453,79.868,64.086,
21-375-03454,78.988,69.373,
21-375-03455,33.003,16.28,
21-386-03456,9.482,2.202,
21-386-03457,8.734,2.247,
21-386-03458,33.815,21.883,
21-386-03459,41.623,30.279,
21-386-03460,15.838,2.506,
21-386-03461,54.044,43.732,
21-386-03462,21.151,15.339,
21-386-03463,28.738,18.953,
21-386-03464,36.986,25.646,
21-386-03465,26.703,14.982,
21-398-03466,93.254,79.246,
21-398-03467,130.732,117.244,
21-398-03468,144.331,127.387,
21-398-03469,121.842,100.982,
21-398-03470,134.741,123.692,
21-398-03471,113.048,87.866,
21-398-03472,158.081,144.921,
21-398-03473,145.2,129.268,
21-398-03474,111.224,97.882,
21-398-03475,108.974,99.998,
21-398-03476,91.99,79.874,
21-398-03477,93.134,78.873,
21-398-03478,76.099,61.156,
21-398-03479,94.52,80.582,
21-399-03480,45.851,17.614,
21-399-03481,114.454,98.823,
21-399-03482,74.234,56.991,
21-399-03483,93.953,76.761,
21-399-03484,88.042,71.086,
21-399-03485,110.001,95.455,
21-399-03486,38.899,6.301,
21-376-03487,24.56,5.104,
21-376-03488,104.462,95.451,
21-376-03489,65.81,47.437,
21-376-03490,33.596,21.444,
21-376-03491,13.163,1.811,
21-376-03492,85.752,73.117,
21-376-03493,80.365,67.913,
21-376-03494,24.206,11.811,
21-376-03495,109.981,101.857,
21-376-03496,83.559,52.685,
21-376-03497,45.597,30.4,
21-376-03498,82.548,57.095,
21-376-03499,36.087,27.625,
21-376-03500,44.485,33.329,
21-376-03501,98.522,88.584,
21-376-03502,23.117,11.209,
21-376-03503,94.97,83.601,
21-376-03504,104.302,97.297,
21-376-03505,10.807,0.0,
21-376-03506,50.932,34.641,
21-376-03507,59.582,43.385,
21-376-03508,101.342,94.328,
21-376-03509,25.096,12.683,
21-376-03510,60.679,37.405,
21-376-03511,117.853,110.716,
21-376-03512,44.997,25.909,
21-397-03513,211.469,198.697,
21-397-03514,187.476,173.621,
21-397-03515,203.031,186.252,
21-397-03516,175.191,157.388,
21-397-03517,164.42,155.861,
21-397-03518,150.394,139.985,
21-397-03519,175.772,163.379,
21-397-03520,228.258,213.166,
21-397-03521,154.004,135.708,
21-397-03522,209.729,185.38,
21-385-03523,50.92,40.964,
21-385-03524,76.116,54.867,
21-385-03525,57.867,46.467,
21-385-03526,55.656,45.412,
21-385-03527,58.625,49.004,
21-385-03528,68.388,58.633,
21-385-03529,51.975,41.081,
21-385-03530,41.592,27.518,
21-394-03531,243.831,222.652,
21-394-03532,226.529,214.621,
21-394-03533,255.354,235.826,
21-394-03534,253.396,235.018,
21-394-03535,228.274,212.967,
21-387-03536,1.459,0.0,
21-387-03537,4.296,0.0,
21-387-03538,26.905,18.031,
21-387-03539,8.16,0.0,
21-387-03540,2.889,0.0,
21-387-03541,23.288,11.606,
21-387-03542,10.665,0.0,
21-387-03543,14.631,1.628,
21-387-03544,21.342,14.2,
21-387-03545,7.562,0.0,
21-387-03546,15.129,9.544,
21-396-03547,121.737,103.871,
21-396-03548,104.641,80.983,
21-396-03549,95.942,80.747,
21-396-03550,70.105,55.567,
21-396-03551,133.967,117.975,
21-396-03552,135.077,113.465,
21-396-03553,107.453,89.473,
21-396-03554,135.057,114.626,
21-396-03555,81.477,69.6,
21-396-03556,89.477,75.995,
21-396-03557,105.798,87.054,
21-372-03558,96.41,76.054,
21-372-03559,111.495,97.828,
21-372-03560,76.45,55.861,
21-372-03561,90.308,73.272,
21-372-03562,77.372,59.016,
21-372-03563,103.19,85.14,
21-372-03564,52.549,26.212,
21-372-03565,81.254,60.851,
21-372-03566,102.673,88.766,
21-392-03567,130.068,120.337,
21-392-03568,98.44,82.488,
21-392-03569,145.462,132.966,
21-392-03570,135.328,118.169,
21-392-03571,147.902,136.672,
21-392-03572,114.439,103.13,
21-374-03573,147.925,130.279,
21-374-03574,121.923,110.619,
21-374-03575,98.58,89.734,
21-374-03576,49.764,40.393,
21-374-03577,73.722,53.582,
21-374-03578,150.642,131.454,
21-374-03579,70.917,57.846,
21-374-03580,113.078,99.903,
21-374-03581,116.838,106.736,
21-374-03582,53.956,32.462,
21-374-03583,89.047,77.331,
21-374-03584,150.081,126.045,
21-374-03585,112.631,101.057,
21-374-03586,99.531,84.071,
21-374-03587,134.603,121.803,
21-374-03588,119.579,106.458,
21-374-03589,135.745,121.157,
