district,block_name,object_id,road_length,road_count
Anugul,ANUGUL,21-384-03276,187467.60615672806,43.0
Anugul,ATHMALLIK,21-384-03277,149768.9096852033,10.0
Anugul,BANARPAL,21-384-03278,138950.7442518618,58.0
Anugul,CHHENDIPADA,21-384-03279,113368.81104291076,11.0
Anugul,KANIHA,21-384-03280,228798.219825134,41.0
Anugul,KISHORENAGAR,21-384-03281,66446.35217463232,10.0
Anugul,PALALAHADA,21-384-03282,138141.6137883654,12.0
Anugul,TALACHER,21-384-03283,146302.60849505567,77.0
Balangir,AGALPUR,21-393-03284,65693.92829437507,16.0
Balangir,BALANGIR,21-393-03285,89763.20962481166,19.0
Balangir,BANGOMUNDA,21-393-03286,77483.5130651028,19.0
Balangir,BELPARA,21-393-03287,141581.32671013157,30.0
Balangir,DEOGAON,21-393-03288,70970.368043813,15.0
Balangir,GUDVELLA,21-393-03289,59261.47160618247,14.0
Balangir,KHAPRAKHOL,21-393-03290,157123.7066981294,48.0
Balangir,LOISINGA,21-393-03291,40454.39050265425,3.0
Balangir,MURIBAHAL,21-393-03292,119067.89182474781,22.0
Balangir,PATNAGARH,21-393-03293,200479.07958236962,42.0
Balangir,PUINTALA,21-393-03294,63586.59928623355,13.0
Balangir,SAINTALA,21-393-03295,121122.54080398145,25.0
Balangir,TITLAGARH,21-393-03296,132372.34814877366,14.0
Balangir,TUREKELA,21-393-03297,124184.81093631293,30.0
Baleshwar,BAHANAGA,21-377-03298,74196.70347215162,8.0
Baleshwar,BALESHWAR,21-377-03299,142681.89404308755,38.0
Baleshwar,BALIAPAL,21-377-03300,94271.1303667211,12.0
Baleshwar,BASTA,21-377-03301,81292.44472164499,15.0
Baleshwar,BHOGRAI,21-377-03302,65521.570148476196,7.0
Baleshwar,JALESWAR,21-377-03303,107329.82729465418,15.0
Baleshwar,KHAIRA,21-377-03304,86645.41988659541,16.0
Baleshwar,NILGIRI,21-377-03305,70603.76757212373,13.0
