name,timeperiod,riverlevel_mean,riverlevel_min,riverlevel_max
Anandapur,2018_01,32.73923076923077,32.69,32.79
Anandapur,2018_02,32.647882352941174,32.61,32.69
Anandapur,2018_03,32.580439560439565,32.55,32.61
Anandapur,2018_04,32.620999999999995,32.53,32.7
Anandapur,2018_05,32.70494117647059,32.66,32.8
Anandapur,2018_06,32.78789986091794,32.74,32.94
Anandapur,2018_07,33.7120564516129,32.69,37.12
Anandapur,2018_08,35.2179435483871,34.29,36.72
Anandapur,2018_09,35.40975,34.17,38.4
Anandapur,2018_10,33.76911290322581,33.16,36.45
Anandapur,2018_11,32.97485294117647,32.86,33.16
Anandapur,2018_12,32.83720430107527,32.8,32.89
Anandapur,2019_01,32.75258064516129,32.7,32.82
Anandapur,2019_02,32.65412698412698,32.61,32.69
Anandapur,2019_03,32.55288888888889,32.53,32.58
Anandapur,2019_04,32.39568181818182,32.35,32.46
Anandapur,2019_05,32.34,32.34,32.34
Anandapur,2019_06,32.52248,32.51,32.54
Anandapur,2019_07,33.14993279569892,32.0,34.19
Anandapur,2019_08,34.590229110512134,33.23,36.86
Anandapur,2019_09,34.55508474576271,33.7,36.44
Anandapur,2019_10,34.10450742240216,33.35,35.79
Anandapur,2019_11,33.143882352941176,32.98,33.57
Anandapur,2019_12,32.886538461538464,32.81,32.97
Anandapur,2020_01,32.72846153846154,32.47,32.8
Anandapur,2020_02,32.38,32.15,32.62
Anandapur,2020_03,32.43666666666667,32.39,32.56
Anandapur,2020_04,32.50793103448276,32.14,33.8
Anandapur,2020_05,32.44344827586207,32.34,32.73
Anandapur,2020_06,33.282642559109874,32.52,34.51
Anandapur,2020_07,33.487024193548386,33.14,34.4
Anandapur,2020_08,35.08258602150538,33.36,40.9
Anandapur,2020_09,33.978659217877095,33.2,35.47
Anandapur,2020_10,33.24922024623803,32.89,34.21
Anandapur,2020_11,32.56814814814815,32.38,32.88
Anandapur,2020_12,32.28352112676056,32.22,32.37
Anandapur,2021_01,32.15711111111111,32.13,32.22
Anandapur,2021_02,32.10693333333333,32.09,32.13
Anandapur,2021_03,32.08825581395349,32.07,32.11
Anandapur,2021_04,32.057162162162165,32.04,32.07
Anandapur,2021_05,33.90691056910569,32.04,39.38
Anandapur,2021_06,33.27982658959537,32.3,34.8
Anandapur,2021_07,33.43373655913979,32.3,36.75
Anandapur,2021_08,33.58955645161291,32.87,35.48
Anandapur,2021_09,34.561615598885794,33.47,37.54
Anandapur,2021_10,33.591895161290324,32.93,34.85
Anandapur,2021_11,32.78076923076923,32.52,32.93
Anandapur,2021_12,32.47769230769231,32.26,32.57
Anandapur,2022_01,32.16483870967742,32.08,32.25
Anandapur,2022_02,32.09178571428571,32.04,32.14
