dtname,block_name,object_id,HealthCenters
Anugul,ANUGUL,21-384-03276,32
Anugul,ATHMALLIK,21-384-03277,23
Anugul,BANARPAL,21-384-03278,23
Anugul,CHHENDIPADA,21-384-03279,34
Anugul,KANIHA,21-384-03280,24
Anugul,KISHORENAGAR,21-384-03281,19
Anugul,PALALAHADA,21-384-03282,27
Anugul,TALACHER,21-384-03283,27
Balangir,AGALPUR,21-393-03284,20
Balangir,BALANGIR,21-393-03285,19
Balangir,BANGOMUNDA,21-393-03286,23
Balangir,BELPARA,21-393-03287,24
Balangir,DEOGAON,21-393-03288,18
Balangir,GUDVELLA,21-393-03289,9
Balangir,KHAPRAKHOL,21-393-03290,22
Balangir,LOISINGA,21-393-03291,20
Balangir,MURIBAHAL,21-393-03292,18
Balangir,PATNAGARH,21-393-03293,26
Balangir,PUINTALA,21-393-03294,19
Balangir,SAINTALA,21-393-03295,22
Balangir,TITLAGARH,21-393-03296,21
Balangir,TUREKELA,21-393-03297,17
Baleshwar,BAHANAGA,21-377-03298,21
Baleshwar,BALESHWAR,21-377-03299,31
Baleshwar,BALIAPAL,21-377-03300,34
Baleshwar,BASTA,21-377-03301,32
Baleshwar,BHOGRAI,21-377-03302,41
Baleshwar,JALESWAR,21-377-03303,37
Baleshwar,KHAIRA,21-377-03304,30
Baleshwar,NILGIRI,21-377-03305,38
Baleshwar,OUPADA,21-377-03306,18
Baleshwar,REMUNA,21-377-03307,27
Baleshwar,SIMULIA,21-377-03308,20
Baleshwar,SORO,21-377-03309,24
Bargarh,AMBABHONA,21-370-03310,15
Bargarh,ATTABIRA,21-370-03311,27
Bargarh,BARGARH,21-370-03312,23
Bargarh,BARPALI,21-370-03313,28
Bargarh,BHATLI,21-370-03314,18
Bargarh,BHEDEN,21-370-03315,27
Bargarh,BIJEPUR,21-370-03316,18
Bargarh,GAISILET,21-370-03317,18
Bargarh,JHARBANDH,21-370-03318,16
Bargarh,PADAMPUR,21-370-03319,21
Bargarh,PAIKMAL,21-370-03320,21
Bargarh,SOHELLA,21-370-03321,26
Bhadrak,BASUDEVPUR,21-378-03322,37
Bhadrak,BHADRAK,21-378-03323,36
Bhadrak,BHANDARIPOKHARI,21-378-03324,25
Bhadrak,BONTH,21-378-03325,25
Bhadrak,CHANDABALI,21-378-03326,40
Bhadrak,DHAMANAGAR,21-378-03327,39
Bhadrak,TIHIDI,21-378-03328,30
Boudh,BOUDH,21-391-03329,29
Boudh,HARABHANGA,21-391-03330,26
Boudh,KANTAMAL,21-391-03331,28
Cuttack,ATHAGAD,21-381-03332,31
Cuttack,BADAMBA,21-381-03333,31
Cuttack,BANKI,21-381-03334,24
Cuttack,BANKI- DAMPARA,21-381-03335,20
Cuttack,BARANGA,21-381-03336,11
Cuttack,CUTTACKSADAR,21-381-03337,33
Cuttack,KANTAPADA,21-381-03338,18
Cuttack,MAHANGA,21-381-03339,37
Cuttack,NARASINGHPUR,21-381-03340,33
Cuttack,NIALI,21-381-03341,31
Cuttack,NISCHINTA KOILI,21-381-03342,41
Cuttack,SALEPUR,21-381-03343,38
Cuttack,TANGI CHOUDWAR,21-381-03344,28
Cuttack,TIGIRIA,21-381-03345,17
Deogarh,BARKOTE,21-373-03346,17
Deogarh,REAMAL,21-373-03347,22
Deogarh,TILEIBANI,21-373-03348,14
Dhenkanal,BHUBAN,21-383-03349,16
Dhenkanal,DHENKANAL SADAR,21-383-03350,26
Dhenkanal,GONDIA,21-383-03351,32
Dhenkanal,HINDOL,21-383-03352,31
Dhenkanal,KAMAKHYANAGAR,21-383-03353,30
Dhenkanal,KANKADA HAD,21-383-03354,22
Dhenkanal,ODAPADA,21-383-03355,25
Dhenkanal,PARJANG,21-383-03356,23
Gajapati,GOSANI,21-389-03357,20
Gajapati,GUMMA,21-389-03358,22
Gajapati,KASINAGAR,21-389-03359,13
Gajapati,MOHANA,21-389-03360,39
Gajapati,NUAGADA,21-389-03361,19
Gajapati,R.UDAYAGIRI,21-389-03362,19
Gajapati,RAYAGADA,21-389-03363,32
Ganjam,ASKA,21-388-03364,22
Ganjam,BEGUNIAPADA,21-388-03365,22
Ganjam,BELLAGUNTHA,21-388-03366,24
Ganjam,BHANJANAGAR,21-388-03367,26
Ganjam,BUGUDA,21-388-03368,23
Ganjam,CHATRAPUR,21-388-03369,24
Ganjam,CHIKITI,21-388-03370,26
Ganjam,DHARAKOTE,21-388-03371,33
Ganjam,DIGAPAHANDI,21-388-03372,30
Ganjam,GANJAM,21-388-03373,16
Ganjam,HINJILICUT,21-388-03374,31
Ganjam,JAGANNATHPRASAD,21-388-03375,28
Ganjam,KABISURYANAGAR,21-388-03376,16
Ganjam,KHALLIKOTE,21-388-03377,22
Ganjam,KUKUDAKHANDI,21-388-03378,23
Ganjam,PATRAPUR,21-388-03379,32
Ganjam,POLOSARA,21-388-03380,24
Ganjam,PURUSHOTTAMPUR,21-388-03381,29
Ganjam,RANGEILUNDA,21-388-03382,23
Ganjam,SANAKHEMUNDI,21-388-03383,32
