dtname,block_name,object_id,HealthCenters
Ganjam,SHERAGADA,21-388-03384,14
Ganjam,SURADA,21-388-03385,28
Jagatsinghapur,BALIKUDA,21-380-03386,36
Jagatsinghapur,BIRIDI,21-380-03387,17
Jagatsinghapur,ERASAMA,21-380-03388,29
Jagatsinghapur,JAGATSINGHPUR,21-380-03389,33
Jagatsinghapur,KUJANG,21-380-03390,39
Jagatsinghapur,NAUGAON,21-380-03391,17
Jagatsinghapur,RAGHUNATHPUR,21-380-03392,17
Jagatsinghapur,TIRTOL,21-380-03393,37
Jajapur,BADCHANA,21-382-03394,46
Jajapur,BARI,21-382-03395,34
Jajapur,BINJHARPUR,21-382-03396,31
Jajapur,DAHRMASALA,21-382-03397,42
Jajapur,DANAGADI,21-382-03398,20
Jajapur,DASARATHAPUR,21-382-03399,40
Jajapur,JAJPUR,21-382-03400,28
Jajapur,KOREI,21-382-03401,30
Jajapur,RASULPUR,21-382-03402,32
Jajapur,SUKINDA,21-382-03403,26
Jharsuguda,JHARSUGUDA,21-371-03404,18
Jharsuguda,KIRMIRA,21-371-03405,8
Jharsuguda,KOLABIRA,21-371-03406,11
Jharsuguda,LAIKERA,21-371-03407,13
Jharsuguda,LAKHANPUR,21-371-03408,31
Kalahandi,BHAWANIPATNA,21-395-03409,27
Kalahandi,DHARAMAGARH,21-395-03410,25
Kalahandi,GOLAMUNDA,21-395-03411,30
Kalahandi,JAYAPATNA,21-395-03412,27
Kalahandi,JUNAGARH,21-395-03413,30
Kalahandi,KALAMPUR,21-395-03414,11
Kalahandi,KARLAMUNDA,21-395-03415,14
Kalahandi,KESINGA,21-395-03416,29
Kalahandi,KOKASARA,21-395-03417,23
Kalahandi,LANJIGARH,21-395-03418,28
Kalahandi,MADANPUR RAMPUR,21-395-03419,17
Kalahandi,NARALA,21-395-03420,16
Kalahandi,THUAMUL RAM PUR,21-395-03421,21
Kandhamal,BALIGUDA,21-390-03422,19
Kandhamal,CHAKAPAD,21-390-03423,16
Kandhamal,DARINGIBADI,21-390-03424,29
Kandhamal,G.UDAYAGIRI,21-390-03425,13
Kandhamal,K.NUAGAN,21-390-03426,19
Kandhamal,KHAJURIPADA,21-390-03427,18
Kandhamal,KOTAGARH,21-390-03428,14
Kandhamal,PHIRINGIA,21-390-03429,25
Kandhamal,PHULBANI,21-390-03430,14
Kandhamal,RAIKIA,21-390-03431,17
Kandhamal,TIKABALI,21-390-03432,12
Kandhamal,TUMUDIBANDH,21-390-03433,17
Kendrapara,AUL,21-379-03434,32
Kendrapara,DERABISH,21-379-03435,31
Kendrapara,GARADAPUR,21-379-03436,24
Kendrapara,KENDRAPADA,21-379-03437,31
Kendrapara,MAHAKALAPADA,21-379-03438,41
Kendrapara,MARSAGHAI,21-379-03439,23
Kendrapara,PATTAMUNDAI,21-379-03440,37
Kendrapara,RAJKANIKA,21-379-03441,29
Kendrapara,RAJNAGAR,21-379-03442,30
Kendujhar,ANANDAPUR,21-375-03443,22
Kendujhar,BANSAPAL,21-375-03444,32
Kendujhar,CHAMPUA,21-375-03445,46
Kendujhar,GHASIPURA,21-375-03446,29
Kendujhar,GHATGAON,21-375-03447,34
Kendujhar,HARICHADANPUR,21-375-03448,44
Kendujhar,HATADIHI,21-375-03449,33
Kendujhar,JHUMPURA,21-375-03450,28
Kendujhar,JODA,21-375-03451,28
Kendujhar,KENDUJHAR SADAR,21-375-03452,38
Kendujhar,PATANA,21-375-03453,33
Kendujhar,SAHARAPADA,21-375-03454,22
Kendujhar,TELKOI,21-375-03455,31
Khordha,BALIANTA,21-386-03456,23
Khordha,BALIPATNA,21-386-03457,23
Khordha,BANAPUR,21-386-03458,25
Khordha,BEGUNIA,21-386-03459,41
Khordha,BHUBANESWAR,21-386-03460,19
Khordha,BOLAGARH,21-386-03461,28
Khordha,CHILIKA,21-386-03462,13
Khordha,JATNI,21-386-03463,14
Khordha,KHORDHA,21-386-03464,23
Khordha,TANGI,21-386-03465,40
Koraput,BANDHUGAON,21-398-03466,19
Koraput,BOIPARIGUDA,21-398-03467,33
Koraput,BORIGUMMA,21-398-03468,47
Koraput,DASAMANTAPUR,21-398-03469,29
Koraput,JEYPORE,21-398-03470,30
Koraput,KORAPUT,21-398-03471,19
Koraput,KOTPAD,21-398-03472,29
Koraput,KUNDURA,21-398-03473,23
Koraput,LAMTAPUT,21-398-03474,21
Koraput,LAXMIPUR,21-398-03475,20
Koraput,NANDAPUR,21-398-03476,27
Koraput,NARAYAN PATANA,21-398-03477,15
Koraput,POTTANGI,21-398-03478,23
Koraput,SEMILIGUDA,21-398-03479,31
Malkangiri,KALIMELA,21-399-03480,34
Malkangiri,KHAIRAPUT,21-399-03481,15
Malkangiri,KORUKONDA,21-399-03482,36
Malkangiri,CHITRAKONDA,21-399-03483,19
Malkangiri,MALKANGIRI,21-399-03484,21
Malkangiri,MATHILI,21-399-03485,31
Malkangiri,PODIA,21-399-03486,22
Mayurbhanj,BADASAHI,21-376-03487,42
Mayurbhanj,BAHALDA,21-376-03488,29
Mayurbhanj,BANGRIPOSI,21-376-03489,32
Mayurbhanj,BARIPADA,21-376-03490,27
Mayurbhanj,BETNOTI,21-376-03491,36
Mayurbhanj,BIJATALA,21-376-03492,21
Mayurbhanj,BISOI,21-376-03493,23
Mayurbhanj,GOPABANDHUNAGAR,21-376-03494,23
Mayurbhanj,JAMDA,21-376-03495,16
Mayurbhanj,JOSHIPUR,21-376-03496,34
Mayurbhanj,KAPTIPADA,21-376-03497,36
Mayurbhanj,KARANJIA,21-376-03498,25
Mayurbhanj,KHUNTA,21-376-03499,24
Mayurbhanj,KULIANA,21-376-03500,29
Mayurbhanj,KUSUMI,21-376-03501,29
Mayurbhanj,MORADA,21-376-03502,28
Mayurbhanj,RAIRANGPUR,21-376-03503,19
Mayurbhanj,RARUAN,21-376-03504,12
Mayurbhanj,RASGOVINDPUR,21-376-03505,28
Mayurbhanj,SAMAKHUNTA,21-376-03506,24
Mayurbhanj,SARASKANA,21-376-03507,29
Mayurbhanj,SUKRULI,21-376-03508,18
Mayurbhanj,SULIAPADA,21-376-03509,31
Mayurbhanj,THAKURMUNDA,21-376-03510,28
Mayurbhanj,TIRING,21-376-03511,16
Mayurbhanj,UDALA,21-376-03512,25
Nabarangpur,CHANDAHANDI,21-397-03513,24
Nabarangpur,DABUGAM,21-397-03514,26
Nabarangpur,JHARIGAM,21-397-03515,39
Nabarangpur,KOSAGUMUDA,21-397-03516,52
Nabarangpur,NABARANGPUR,21-397-03517,27
Nabarangpur,NANDAHANDI,21-397-03518,19
Nabarangpur,PAPADAHANDI,21-397-03519,30
Nabarangpur,RAIGHAR,21-397-03520,51
Nabarangpur,TENTULIKHUNTI,21-397-03521,25
Nabarangpur,UMERKOTE,21-397-03522,42
Nayagarh,BHAPUR,21-385-03523,21
Nayagarh,DASAPALLA,21-385-03524,21
Nayagarh,GANIA,21-385-03525,12
Nayagarh,KHANDAPARA,21-385-03526,25
Nayagarh,NAYAGARH,21-385-03527,29
Nayagarh,NUAGAON,21-385-03528,20
Nayagarh,ODAGAON,21-385-03529,38
Nayagarh,RANAPUR,21-385-03530,35
Nuapada,BODEN,21-394-03531,19
Nuapada,KHARIAR,21-394-03532,20
Nuapada,KOMNA,21-394-03533,28
Nuapada,NUAPADA,21-394-03534,27
Nuapada,SINAPALI,21-394-03535,20
Puri,ASTARANGA,21-387-03536,17
Puri,BRAHMAGIRI,21-387-03537,24
Puri,DELANGA,21-387-03538,30
Puri,GOP,21-387-03539,35
Puri,KAKAT PUR,21-387-03540,21
Puri,KANAS,21-387-03541,25
Puri,KRUSHNAPRASAD,21-387-03542,20
Puri,NIMAPADA,21-387-03543,38
Puri,PIPILI,21-387-03544,30
Puri,SADAR,21-387-03545,31
Puri,SATYABADI,21-387-03546,24
Rayagada,BISSAMCUTTACK,21-396-03547,31
Rayagada,CHANDRAPUR,21-396-03548,19
Rayagada,GUDARI,21-396-03549,14
Rayagada,GUNUPUR,21-396-03550,25
Rayagada,KALYANSINGPUR,21-396-03551,22
Rayagada,KASIPUR,21-396-03552,43
Rayagada,KOLNARA,21-396-03553,27
Rayagada,MUNIGUDA,21-396-03554,19
Rayagada,PADMAPUR,21-396-03555,21
Rayagada,RAMANAGUDA,21-396-03556,20
Rayagada,RAYAGADA,21-396-03557,39
Sambalpur,BAMRA,21-372-03558,36
Sambalpur,DHANKAUDA,21-372-03559,15
Sambalpur,JAMANKIRA,21-372-03560,32
Sambalpur,JUJOMURA,21-372-03561,19
Sambalpur,KUCHINDA,21-372-03562,31
Sambalpur,MANESWAR,21-372-03563,16
Sambalpur,NAKTIDEUL,21-372-03564,14
Sambalpur,RAIRAKHOL,21-372-03565,12
Sambalpur,RENGALI,21-372-03566,18
Sonepur,BINIKA,21-392-03567,20
Sonepur,BIRMAHARAJPUR,21-392-03568,18
Sonepur,DUNGURIPALI,21-392-03569,24
Sonepur,SONEPUR,21-392-03570,15
Sonepur,TARBHA,21-392-03571,17
Sonepur,ULLUNDA,21-392-03572,18
Sundargarh,BALISANKARA,21-374-03573,36
Sundargarh,BARGAON,21-374-03574,23
Sundargarh,BISRA,21-374-03575,20
Sundargarh,BONAIGARH,21-374-03576,22
Sundargarh,GURUNDIA,21-374-03577,25
Sundargarh,HEMGIR,21-374-03578,26
Sundargarh,KOIDA,21-374-03579,25
Sundargarh,KUARMUNDA,21-374-03580,32
Sundargarh,KUTRA,21-374-03581,25
Sundargarh,LAHUNIPARA,21-374-03582,33
Sundargarh,LATHIKATA,21-374-03583,37
Sundargarh,LEPHRIPARA,21-374-03584,28
Sundargarh,NUAGAON,21-374-03585,32
Sundargarh,RAJGANGPUR,21-374-03586,29
Sundargarh,SUBDEGA,21-374-03587,25
Sundargarh,SUNDARGARH,21-374-03588,22
Sundargarh,TANGARPALI,21-374-03589,20
