Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11.0,2131385.0,SHRI RAM SOLVENT EXTRACTIONS PVT LTD,INR,153.0,11,2129166,Crystal Crop Protection Limited,09-May-2023 09:54 PM,Accepted-AOC,Awarded,25-Jun-2024 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12.0,2132160.0,CHITTA RANJAN MAHAPATRA,INR,79.9,12,2128989,DEWBORN AGRONUTRIENTS,10-May-2023 12:58 PM,Accepted-AOC,Awarded,25-Jun-2024 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13.0,2133962.0,CENTRAL INSECTICIDES AND FERTILIZERS,INR,37.0,13,2128384,DHANUKA AGRITECH LIMITED,09-May-2023 09:30 PM,Rejected-Finance,DISQUALIFIED,16-Sep-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,14.0,2134774.0,TROPICAL AGROSYSTEM (INDIA) PVT. LTD.,INR,127.0,14,2129876,Eastern Organic Fertilizer Private Limited,10-May-2023 03:05 PM,Rejected-Finance,DISQUALIFIED,16-Sep-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,15.0,2135028.0,UNIVERSAL AGRO CHEMICAL INDUSTRIES,INR,75.42,15,2128838,GOKUL AGRI INTERNATIONAL LTD,10-May-2023 04:18 PM,Rejected-Technical,disqualified,28-Aug-2023 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,16.0,2135032.0,Best Agrolife Ltd,INR,120.0,16,2135633,HAREKRISHNA RICE PROCESSING & EXPORTS,10-May-2023 04:12 PM,Accepted-AOC,Awarded,25-Jun-2024 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,17.0,2135112.0,CropG1 Agro Research & Development Private Limited,INR,4.99,17,2131657,Hindustan Sales Corporation,09-May-2023 12:05 PM,Rejected-Technical,disqualified,28-Aug-2023 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,18.0,2135572.0,KARNATAKA AGRO CHEMICALS,INR,151.0,18,2130942,KALINGA BIO FERTI-CHEM PRIVATE LIMITED,05-May-2023 05:40 PM,Accepted-AOC,Awarded,25-Jun-2024 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,19.0,2135633.0,HAREKRISHNA RICE PROCESSING & EXPORTS,INR,285.0,19,2135572,KARNATAKA AGRO CHEMICALS,10-May-2023 03:15 PM,Accepted-AOC,Awarded,25-Jun-2024 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,20,2126764,Land Marshal Chemical Industries,10-May-2023 04:34 PM,Accepted-AOC,Awarded,25-Jun-2024 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,21,2131492,M/S SAKTI BIO FERTILIZERS,06-May-2023 10:25 PM,Rejected-AOC,Rejected,25-Jun-2024 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,22,2134791,MULTIPLEX BIO-TECH PVT LTD,10-May-2023 12:15 PM,Rejected-Finance,DISQUALIFIED,16-Sep-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,23,2128512,PARAMOUNT PESTICIDES LIMITED,08-May-2023 07:51 PM,Accepted-AOC,Awarded,25-Jun-2024 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,24,2134195,PASUPATI AGROVET PRIVATE LIMITED,08-May-2023 05:52 PM,Rejected-Finance,DISQUALIFIED,16-Sep-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,25,2127572,PCI PEST CONTROL PRIVATE LIMITED,09-May-2023 08:25 PM,Rejected-Finance,DISQUALIFIED,16-Sep-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,26,2132230,PHEROMONE CHEMICALS,09-May-2023 08:36 PM,Rejected-Finance,DISQUALIFIED,16-Sep-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,27,2128929,Rallis India Limited,08-May-2023 07:45 PM,Accepted-AOC,Awarded,25-Jun-2024 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,28,2131385,SHRI RAM SOLVENT EXTRACTIONS PVT LTD,10-May-2023 12:08 PM,Accepted-AOC,Awarded,25-Jun-2024 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,29,2126580,SRL & CO,09-May-2023 04:55 PM,Rejected-Finance,DISQUALIFIED,16-Sep-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,30,2130198,Starwood Tech Solutions,10-May-2023 03:24 PM,Rejected-Technical,Disqualified,28-Aug-2023 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,31,2130703,SYNGENTA INDIA LTD,10-May-2023 12:56 AM,Rejected-Finance,DISQUALIFIED,16-Sep-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,32,2130517,Total Agri Care Concern Private Limited,10-May-2023 12:29 AM,Accepted-AOC,Awarded,25-Jun-2024 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,33,2134774,TROPICAL AGROSYSTEM (INDIA) PVT. LTD.,10-May-2023 05:06 PM,Accepted-AOC,Awarded,25-Jun-2024 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,34,2127498,ULTIMA SEARCH,09-May-2023 08:17 PM,Rejected-Finance,DISQUALIFIED,16-Sep-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,35,2135028,UNIVERSAL AGRO CHEMICAL INDUSTRIES,10-May-2023 04:54 PM,Accepted-AOC,Awarded,25-Jun-2024 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,36,2131075,UPL LTD,10-May-2023 03:18 PM,Accepted-AOC,Awarded,25-Jun-2024 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
