@class,stationCode,dangerLevel,dlEndDate,dlStartDate,frl,frlEndDate,frlStartDate,highestFlowLevel,highestFlowLevelDate,meteorologicalSubDivision,modesOfCommunication,mwl,mwlEndDate,mwlStartDate,nearestTown,savedAt,type,warningLevel,wlEndDate,wlStartDate,floodForecastStaticBangladeshReportStationCode,layerStationStationCode,meteorologicalSubdivisionId
com.eptisa.dto.SimpleFloodForecastStaticDto,038-CDJAPR,,,,316.0,,,,,,['Telemetry'],316.0,,,,2018-06-04,Inflow,,,,,038-CDJAPR,
com.eptisa.dto.SimpleFloodForecastStaticDto,018-UGDHYD,,,,523.6,,,,,Telangana,"['Wireless', 'Telemetry', 'GSM', 'Manual']",523.6,,,Sangareddy,2014-05-20,Inflow,,,,,018-UGDHYD,17.0
com.eptisa.dto.SimpleFloodForecastStaticDto,041-CDJAPR,,,,258.62,,,,,,['Telemetry'],258.62,,,,2018-06-04,Inflow,,,,,041-CDJAPR,
com.eptisa.dto.SimpleFloodForecastStaticDto,018MAHGAND,192.24,,,189.59,,,,,"Gujarat Region, Daman, Dadra & Naharhaveli","['Wireless', 'Telemetry', 'GSM', 'Manual']",192.24,,,,2014-06-04,Inflow,187.06,,,,018MAHGAND,2.0
com.eptisa.dto.SimpleFloodForecastStaticDto,017-WGDNGP,174.0,,,,,,176.45,1986-08-14,Madhya Maharashtra,"['Wireless', 'Telemetry']",,,,Balharsha,2014-05-21,Level,171.5,,2013-07-17,,017-WGDNGP,33.0
com.eptisa.dto.SimpleFloodForecastStaticDto,049-ugdhyd,,,,100.0,,,,,,,102.6,,,,2020-05-04,Inflow,,,,,049-ugdhyd,
com.eptisa.dto.SimpleFloodForecastStaticDto,009NEID3,304.0,,,,,,274.48,,"UBD, Dibrugarh",,,,,Upper Siang,2020-05-01,Level,303.0,,,,009NEID3,
com.eptisa.dto.SimpleFloodForecastStaticDto,046-CDJAPR,,,,298.7,,,,,,,301.75,,,,2023-09-20,Inflow,,,,,046-CDJAPR,
com.eptisa.dto.SimpleFloodForecastStaticDto,003-LYDAGRa,130.79,,,,,,146.57,2022-08-25,East Rajasthan,"['Wireless', 'Telemetry', 'GSM', 'Manual']",,,,Dholpur,2014-05-19,Level,129.79,,,,003-LYDAGRa,29.0
com.eptisa.dto.SimpleFloodForecastStaticDto,044-CDJAPR,242.0,,,,,,248.68,2019-09-16,,,,,,,2020-05-08,Level,239.0,,,,044-CDJAPR,
com.eptisa.dto.SimpleFloodForecastStaticDto,055-UYDDEL,,,,644.75,,,,,,,,,,,2023-07-03,Inflow,,,,,055-UYDDEL,
