dtname,block_name,object_id,drainage_density
Anugul,ANUGUL,21-384-03276,0.00015674
Anugul,ATHMALLIK,21-384-03277,0.00016356
Anugul,BANARPAL,21-384-03278,0.00023108
Anugul,CHHENDIPADA,21-384-03279,0.00013995
Anugul,KANIHA,21-384-03280,0.00022886
Anugul,KISHORENAGAR,21-384-03281,0.00013286
Anugul,PALALAHADA,21-384-03282,0.00022231
Anugul,TALACHER,21-384-03283,0.00021457
Balangir,AGALPUR,21-393-03284,0.00022097
Balangir,BALANGIR,21-393-03285,0.00010040
Balangir,BANGOMUNDA,21-393-03286,0.00020970
Balangir,BELPARA,21-393-03287,0.00020686
Balangir,DEOGAON,21-393-03288,0.00016356
Balangir,GUDVELLA,21-393-03289,0.00026137
Balangir,KHAPRAKHOL,21-393-03290,0.00012195
Balangir,LOISINGA,21-393-03291,0.00015368
Balangir,MURIBAHAL,21-393-03292,0.00017985
Balangir,PATNAGARH,21-393-03293,0.00016541
Balangir,PUINTALA,21-393-03294,0.00014568
Balangir,SAINTALA,21-393-03295,0.00010511
Balangir,TITLAGARH,21-393-03296,0.00020402
Balangir,TUREKELA,21-393-03297,0.00008158
Baleshwar,BAHANAGA,21-377-03298,0.00010860
Baleshwar,BALESHWAR,21-377-03299,0.00022179
Baleshwar,BALIAPAL,21-377-03300,0.00011574
Baleshwar,BASTA,21-377-03301,0.00027458
Baleshwar,BHOGRAI,21-377-03302,0.00009056
Baleshwar,JALESWAR,21-377-03303,0.00010578
Baleshwar,KHAIRA,21-377-03304,0.00015895
Baleshwar,NILGIRI,21-377-03305,0.00015339
Baleshwar,OUPADA,21-377-03306,0.00004147
Baleshwar,REMUNA,21-377-03307,0.00023459
Baleshwar,SIMULIA,21-377-03308,0.00007260
Baleshwar,SORO,21-377-03309,0.00028324
Bargarh,AMBABHONA,21-370-03310,0.00025763
Bargarh,ATTABIRA,21-370-03311,0.00013137
Bargarh,BARGARH,21-370-03312,0.00018649
Bargarh,BARPALI,21-370-03313,0.00017898
Bargarh,BHATLI,21-370-03314,0.00017327
Bargarh,BHEDEN,21-370-03315,0.00016164
Bargarh,BIJEPUR,21-370-03316,0.00011921
Bargarh,GAISILET,21-370-03317,0.00021257
Bargarh,JHARBANDH,21-370-03318,0.00016098
Bargarh,PADAMPUR,21-370-03319,0.00018679
Bargarh,PAIKMAL,21-370-03320,0.00022484
Bargarh,SOHELLA,21-370-03321,0.00011006
Bhadrak,BASUDEVPUR,21-378-03322,0.00009012
Bhadrak,BHADRAK,21-378-03323,0.00020891
Bhadrak,BHANDARIPOKHARI,21-378-03324,0.00009923
Bhadrak,BONTH,21-378-03325,0.00021455
Bhadrak,CHANDABALI,21-378-03326,0.00022155
Bhadrak,DHAMANAGAR,21-378-03327,0.00037231
Bhadrak,TIHIDI,21-378-03328,0.00030761
Boudh,BOUDH,21-391-03329,0.00018084
Boudh,HARABHANGA,21-391-03330,0.00018059
Boudh,KANTAMAL,21-391-03331,0.00018558
Cuttack,ATHAGAD,21-381-03332,0.00017613
Cuttack,BADAMBA,21-381-03333,0.00019740
Cuttack,BANKI,21-381-03334,0.00025195
Cuttack,BANKI- DAMPARA,21-381-03335,0.00019333
Cuttack,BARANGA,21-381-03336,0.00024407
Cuttack,CUTTACKSADAR,21-381-03337,0.00016148
Cuttack,KANTAPADA,21-381-03338,0.00015380
Cuttack,MAHANGA,21-381-03339,0.00013979
Cuttack,NARASINGHPUR,21-381-03340,0.00016897
Cuttack,NIALI,21-381-03341,0.00039195
Cuttack,NISCHINTA KOILI,21-381-03342,0.00022454
Cuttack,SALEPUR,21-381-03343,0.00013804
Cuttack,TANGI CHOUDWAR,21-381-03344,0.00017572
Cuttack,TIGIRIA,21-381-03345,0.00016716
Deogarh,BARKOTE,21-373-03346,0.00020843
Deogarh,REAMAL,21-373-03347,0.00014800
Deogarh,TILEIBANI,21-373-03348,0.00016439
Dhenkanal,BHUBAN,21-383-03349,0.00034484
Dhenkanal,DHENKANAL SADAR,21-383-03350,0.00014536
Dhenkanal,GONDIA,21-383-03351,0.00019869
Dhenkanal,HINDOL,21-383-03352,0.00017972
Dhenkanal,KAMAKHYANAGAR,21-383-03353,0.00020996
Dhenkanal,KANKADA HAD,21-383-03354,0.00019969
Dhenkanal,ODAPADA,21-383-03355,0.00025235
Dhenkanal,PARJANG,21-383-03356,0.00019730
Gajapati,GOSANI,21-389-03357,0.00009070
Gajapati,GUMMA,21-389-03358,0.00004430
Gajapati,KASINAGAR,21-389-03359,0.00013346
Gajapati,MOHANA,21-389-03360,0.00009657
Gajapati,NUAGADA,21-389-03361,0.00006885
Gajapati,R.UDAYAGIRI,21-389-03362,0.00014207
Gajapati,RAYAGADA,21-389-03363,0.00006784
Ganjam,ASKA,21-388-03364,0.00032211
Ganjam,BEGUNIAPADA,21-388-03365,0.00023435
Ganjam,BELLAGUNTHA,21-388-03366,0.00033654
Ganjam,BHANJANAGAR,21-388-03367,0.00035136
Ganjam,BUGUDA,21-388-03368,0.00016987
