class,age,male,female
0,0 to 1,1085.1,949.29
1,1 to 5,4157.7,3631.03
10,10 to 15,5958.34,5720.47
15,15 to 20,5874.32,5803.07
20,20 to 25,5816.62,5324.21
25,25 to 30,5458.21,5220.42
30,30 to 35,5094.12,5156.5
35,35 to 40,4841.92,4914.82
40,40 to 45,4486.06,4411.48
45,45 to 50,3950.2,3726.71
5,5 to 10,5365.68,4823
50,50 to 55,3296.84,3504.46
55,55 to 60,2939.37,2927.02
60,60 to 65,2527.66,2588.3
65,65 to 70,1887.57,1848.48
70,70 to 75,1293.24,1427.99
75,75 to 80,800.74,807.74
80,80 and over,660,719.02
