class,age,male,female
0,0 to 1,2181.28,1868.09
1,1 to 5,8357.88,7145.45
10,10 to 15,11330.13,10437.4
15,15 to 20,10941.48,10841.5
20,20 to 25,11389.37,11047.47
25,25 to 30,11205.7,10515.97
30,30 to 35,11108.81,10312.39
35,35 to 40,10366.48,9458.48
40,40 to 45,9094.16,8416.55
45,45 to 50,7983.24,7228.18
5,5 to 10,9930.13,8709.66
50,50 to 55,6742.59,6487.95
55,55 to 60,6076.36,5450.02
60,60 to 65,5015.01,4652.97
65,65 to 70,3590.41,3223.49
70,70 to 75,2396.81,2304.05
75,75 to 80,1380.22,1337.12
80,80 and over,1246.64,1157.35
