class,age,male,female
0,0 to 1,1632.9,1428.64
1,1 to 5,6256.68,5464.56
10,10 to 15,8964.9,8607.01
15,15 to 20,8837.43,8730.45
20,20 to 25,8749.89,8010.34
25,25 to 30,8211.33,7853.85
30,30 to 35,7663.49,7757.57
35,35 to 40,7284.33,7394.2
40,40 to 45,6748.86,6637.06
45,45 to 50,5942.81,5606.75
5,5 to 10,8074.98,7258.77
50,50 to 55,4959.61,5272.21
55,55 to 60,4421.63,4403.55
60,60 to 65,3802.37,3894.28
65,65 to 70,2839.09,2780.86
70,70 to 75,1944.91,2147.92
75,75 to 80,1204.07,1214.81
80,80 and over,992.39,1081.34
