class,age,male,female
0,0 to 1,1805.29,1579.34
1,1 to 5,6917.21,6040.98
10,10 to 15,9912.94,9517.19
15,15 to 20,9773.16,9654.61
20,20 to 25,9677.16,8857.93
25,25 to 30,9080.88,8685.25
30,30 to 35,8475.13,8578.91
35,35 to 40,8055.54,8176.84
40,40 to 45,7463.5,7339.41
45,45 to 50,6571.98,6200.16
5,5 to 10,8926.93,8024.07
50,50 to 55,5484.98,5830.4
55,55 to 60,4890.26,4869.7
60,60 to 65,4205.29,4306.17
65,65 to 70,3140.37,3075.33
70,70 to 75,2151.57,2375.75
75,75 to 80,1332.19,1343.84
80,80 and over,1098.05,1196.25
