class,age,male,female
0,0 to 1,2339.38,2163.43
1,1 to 5,8963.68,8275.09
10,10 to 15,10825.13,10341.66
15,15 to 20,10964.46,10870.72
20,20 to 25,10590.48,9801.63
25,25 to 30,10156.61,9622.52
30,30 to 35,9965.56,9624.79
35,35 to 40,9730.97,9047.32
40,40 to 45,8742.58,8636.83
45,45 to 50,7862.46,7529.4
5,5 to 10,10088.25,9431.62
50,50 to 55,6846.29,6859.13
55,55 to 60,6164.31,6321.33
60,60 to 65,5763.52,5775.44
65,65 to 70,4166.97,4331.05
70,70 to 75,2593.57,2921.09
75,75 to 80,1375.38,1771.24
80,80 and over,1224.24,1569.31
