class,age,male,female
0,0 to 1,1041.63,933.69
1,1 to 5,3991.16,3571.36
10,10 to 15,5845.47,5348.85
15,15 to 20,6165.08,6066.95
20,20 to 25,6767.66,6604.44
25,25 to 30,7199.26,6960.18
30,30 to 35,6716.62,6206.18
35,35 to 40,6081.73,5740.14
40,40 to 45,5613.64,5420.12
45,45 to 50,5018.01,4893.18
5,5 to 10,4906.48,4403.49
50,50 to 55,4578.13,4650.5
55,55 to 60,4209.26,3939.87
60,60 to 65,3370.67,3064.72
65,65 to 70,2588.76,2521.02
70,70 to 75,1959.8,2178.95
75,75 to 80,1546.88,1530.18
80,80 and over,1217.93,1241.34
