class,age,male,female
0,0 to 1,356.81,313.84
1,1 to 5,1367.17,1200.43
10,10 to 15,1858.12,1726.61
15,15 to 20,2071.61,1987.07
20,20 to 25,2251.23,2081.64
25,25 to 30,2266.35,2125.86
30,30 to 35,2162.08,1979.71
35,35 to 40,2025.95,1857.53
40,40 to 45,1834.33,1655.05
45,45 to 50,1628.05,1480.47
5,5 to 10,1627.31,1449.92
50,50 to 55,1380.53,1333.72
55,55 to 60,1275.66,1120.76
60,60 to 65,1000.84,906.32
65,65 to 70,759.95,719.47
70,70 to 75,537.01,565.13
75,75 to 80,401.47,396.61
80,80 and over,319.09,336.27
