class,age,male,female
0,0 to 1,852.73,718.73
1,1 to 5,3267.34,2749.16
10,10 to 15,4157.64,3847.3
15,15 to 20,4325.82,4121.01
20,20 to 25,4360.38,4230.86
25,25 to 30,4372.51,4220
30,30 to 35,4351.17,4074.74
35,35 to 40,4175.24,3735.9
40,40 to 45,3596.33,3359.83
45,45 to 50,3147.68,2990.76
5,5 to 10,3769.24,3351.22
50,50 to 55,2740.45,2809.2
55,55 to 60,2614.17,2450.79
60,60 to 65,2242.07,2044.91
65,65 to 70,1635.17,1482.48
70,70 to 75,1097.67,1057.63
75,75 to 80,677.74,631.22
80,80 and over,540.46,498.75
