class,age,male,female
0,0 to 1,416.45,388.42
1,1 to 5,1595.67,1485.7
10,10 to 15,2054.34,1980.64
15,15 to 20,1629.51,1748.39
20,20 to 25,1624.74,1775.65
25,25 to 30,1674.61,1647.96
30,30 to 35,1497.59,1490.86
35,35 to 40,1440.08,1467.04
40,40 to 45,1364.62,1385.82
45,45 to 50,1215.8,1182.56
5,5 to 10,2144.66,2022.09
50,50 to 55,1015.28,1078.7
55,55 to 60,892.55,968.45
60,60 to 65,907.66,949.11
65,65 to 70,552.1,580.07
70,70 to 75,284.77,377.12
75,75 to 80,157.12,199.45
80,80 and over,113.44,160.38
