class,age,male,female
0,0 to 1,1314.44,1149.25
1,1 to 5,5036.46,4395.87
10,10 to 15,7209.17,6910.62
15,15 to 20,7119.5,7018.78
20,20 to 25,7064.43,6462.55
25,25 to 30,6642.26,6349.83
30,30 to 35,6207.13,6266.34
35,35 to 40,5901.77,5969.43
40,40 to 45,5457.83,5352.84
45,45 to 50,4806.67,4529.64
5,5 to 10,6494.41,5831.08
50,50 to 55,4013.02,4257.06
55,55 to 60,3587.55,3561.44
60,60 to 65,3082.38,3140.85
65,65 to 70,2299.33,2244.4
70,70 to 75,1574.2,1731.95
75,75 to 80,978.04,984.45
80,80 and over,808.6,876.74
