class,age,male,female
0,0 to 1,666.11,627.11
1,1 to 5,2552.28,2398.69
10,10 to 15,3235.37,3039.37
15,15 to 20,2817.46,2729.86
20,20 to 25,2617.57,2698.22
25,25 to 30,2657.38,2541.99
30,30 to 35,2433.86,2385.72
35,35 to 40,2320.67,2312.18
40,40 to 45,2129.23,2184.32
45,45 to 50,1997.69,1947.2
5,5 to 10,3259.2,3023.97
50,50 to 55,1646.11,1723.21
55,55 to 60,1427.46,1402.62
60,60 to 65,1117.29,1195.38
65,65 to 70,779.16,836.54
70,70 to 75,420.18,534.44
75,75 to 80,233.57,298.25
80,80 and over,176.86,226.78
