class,age,male,female
0,0 to 1,566.64,495.74
1,1 to 5,2171.17,1896.19
10,10 to 15,3111.12,2986.32
15,15 to 20,3068.5,3030.53
20,20 to 25,3039.54,2782.2
25,25 to 30,2852.55,2728.33
30,30 to 35,2662.85,2694.48
35,35 to 40,2530.84,2568.03
40,40 to 45,2344.4,2304.75
45,45 to 50,2064.35,1947.3
5,5 to 10,2801.73,2518.28
50,50 to 55,1723.03,1830.74
55,55 to 60,1536.29,1529.07
60,60 to 65,1320.44,1351.44
65,65 to 70,985.96,965.19
70,70 to 75,675.44,745.6
75,75 to 80,418.36,421.98
80,80 and over,344.92,375.7
