class,age,male,female
0,0 to 1,620.33,580.74
1,1 to 5,2376.87,2221.34
10,10 to 15,3179.74,3018.6
15,15 to 20,2791.25,2689.72
20,20 to 25,2621.46,2689.38
25,25 to 30,2668.81,2612.28
30,30 to 35,2480.6,2462.49
35,35 to 40,2402.98,2430.39
40,40 to 45,2245.74,2313.56
45,45 to 50,2095.94,2070.05
5,5 to 10,3180.96,2917.81
50,50 to 55,1778.15,1859.63
55,55 to 60,1552.25,1522.51
60,60 to 65,1251.43,1274.72
65,65 to 70,870.53,900.61
70,70 to 75,498,621.61
75,75 to 80,284.44,361.59
80,80 and over,220.61,277.91
