class,age,male,female
0,0 to 1,2465.8,2296.73
1,1 to 5,9448.05,8785
10,10 to 15,11441.84,10826.07
15,15 to 20,9589.95,10071
20,20 to 25,9230.86,9968.46
25,25 to 30,9705.58,9528.1
30,30 to 35,8961.41,9128.68
35,35 to 40,8694.25,9004.73
40,40 to 45,8126.47,8374.03
45,45 to 50,7229.77,7229.65
5,5 to 10,13138.12,12359.03
50,50 to 55,5930.84,6270.95
55,55 to 60,4547.99,5028.61
60,60 to 65,3811.14,5248.87
65,65 to 70,2722.72,3748.53
70,70 to 75,1287.06,2106.88
75,75 to 80,539.49,890.16
80,80 and over,433.13,727.71
