class,age,male,female
0,0 to 1,1196.79,1047.01
1,1 to 5,4585.69,4004.8
10,10 to 15,6571.67,6309.31
15,15 to 20,6479.01,6400.42
20,20 to 25,6415.36,5872.26
25,25 to 30,6020.07,5757.79
30,30 to 35,5618.49,5687.29
35,35 to 40,5340.33,5420.74
40,40 to 45,4947.84,4865.58
45,45 to 50,4356.82,4110.33
5,5 to 10,5918.01,5319.46
50,50 to 55,3636.21,3865.2
55,55 to 60,3241.94,3228.31
60,60 to 65,2787.85,2854.73
65,65 to 70,2081.87,2038.75
70,70 to 75,1426.36,1574.98
75,75 to 80,883.16,890.88
80,80 and over,727.94,793.04
