class,age,male,female
0,0 to 1,1184.76,1061.45
1,1 to 5,4539.55,4060.02
10,10 to 15,6635.06,6073.93
15,15 to 20,7009.24,6892.68
20,20 to 25,7692.59,7495.49
25,25 to 30,8170.68,7892.78
30,30 to 35,7627.3,7045.74
35,35 to 40,6912.83,6519.36
40,40 to 45,6377.56,6146.18
45,45 to 50,5699.81,5547.35
5,5 to 10,5575.61,5003.01
50,50 to 55,5189.81,5264.91
55,55 to 60,4772.18,4459.36
60,60 to 65,3819.11,3472.07
65,65 to 70,2932.42,2853.78
70,70 to 75,2216.33,2461.21
75,75 to 80,1747.41,1728.54
80,80 and over,1376.11,1403.74
