class,age,male,female
0,0 to 1,1123.56,1001.26
1,1 to 5,4305.07,3829.83
10,10 to 15,5851.05,5427.08
15,15 to 20,5468.97,5516.29
20,20 to 25,5390.02,5460.91
25,25 to 30,5514.33,5308.18
30,30 to 35,5280.44,5015.37
35,35 to 40,4947.52,4625.7
40,40 to 45,4404.68,4214.49
45,45 to 50,3936.75,3736.32
5,5 to 10,5147.4,4625.24
50,50 to 55,3342.48,3495.47
55,55 to 60,3190.79,2969.68
60,60 to 65,2700.97,2501.35
65,65 to 70,1822.1,1749.28
70,70 to 75,1173.38,1245.64
75,75 to 80,658,671.9
80,80 and over,558.07,559.82
