class,age,male,female
0,0 to 1,1746.74,1528.13
1,1 to 5,6692.89,5845.08
10,10 to 15,9591.48,9208.56
15,15 to 20,9456.23,9341.53
20,20 to 25,9363.34,8570.68
25,25 to 30,8786.4,8403.6
30,30 to 35,8200.29,8300.71
35,35 to 40,7794.31,7911.67
40,40 to 45,7221.47,7101.4
45,45 to 50,6358.86,5999.1
5,5 to 10,8637.44,7763.86
50,50 to 55,5307.11,5641.33
55,55 to 60,4731.67,4711.78
60,60 to 65,4068.92,4166.53
65,65 to 70,3038.53,2975.6
70,70 to 75,2081.8,2298.71
75,75 to 80,1288.99,1300.26
80,80 and over,1062.44,1157.45
