class,age,male,female
0,0 to 1,1954.16,1776.3
1,1 to 5,7487.64,6794.36
10,10 to 15,10434.34,9850.31
15,15 to 20,10081.1,10221.7
20,20 to 25,10246.02,10055.17
25,25 to 30,10052.47,9789.61
30,30 to 35,9483.24,9011.44
35,35 to 40,8649.26,8321.09
40,40 to 45,7770.44,7603.23
45,45 to 50,7003.7,6884.78
5,5 to 10,9075.96,8289.29
50,50 to 55,6330.33,6169.08
55,55 to 60,5223.89,4920.96
60,60 to 65,4094.29,3856.64
65,65 to 70,3258.29,3180.97
70,70 to 75,2443.96,2696.43
75,75 to 80,1674.52,1718.02
80,80 and over,1303.2,1447.86
