class,age,male,female
0,0 to 1,210.11,188.34
1,1 to 5,805.07,720.39
10,10 to 15,1179.1,1078.93
15,15 to 20,1243.58,1223.78
20,20 to 25,1365.12,1332.2
25,25 to 30,1452.19,1403.96
30,30 to 35,1354.83,1251.87
35,35 to 40,1226.76,1157.86
40,40 to 45,1132.34,1093.31
45,45 to 50,1012.2,987.02
5,5 to 10,989.69,888.24
50,50 to 55,923.47,938.07
55,55 to 60,849.07,794.73
60,60 to 65,679.91,618.2
65,65 to 70,522.19,508.52
70,70 to 75,395.32,439.53
75,75 to 80,312.03,308.66
80,80 and over,245.68,250.4
