class,age,male,female
0,0 to 1,1928.51,1782
1,1 to 5,7389.37,6816.14
10,10 to 15,9866.82,9259.24
15,15 to 20,8458.66,8483.8
20,20 to 25,8174.7,8092.48
25,25 to 30,8378.6,7939.21
30,30 to 35,8004.08,7902.69
35,35 to 40,7777.28,7421.31
40,40 to 45,6865.65,6476.93
45,45 to 50,6015.74,5632.92
5,5 to 10,8579.48,7983.49
50,50 to 55,5052.06,5148.27
55,55 to 60,4747.62,4651.65
60,60 to 65,4402.37,4106.21
65,65 to 70,2983.99,2798.21
70,70 to 75,1865.4,1938.37
75,75 to 80,996.24,1059.65
80,80 and over,823,852.55
