class,age,male,female
0,0 to 1,964.29,859.44
1,1 to 5,3694.82,3287.37
10,10 to 15,5018.2,4654.38
15,15 to 20,4618.28,4662.1
20,20 to 25,4521.84,4598.02
25,25 to 30,4651.39,4490.99
30,30 to 35,4452.69,4241.85
35,35 to 40,4176.63,3902.36
40,40 to 45,3710.79,3544.92
45,45 to 50,3312.44,3143.13
5,5 to 10,4423.79,3980.46
50,50 to 55,2804.3,2947.76
55,55 to 60,2695.76,2508.86
60,60 to 65,2282.89,2118.4
65,65 to 70,1529.75,1476.29
70,70 to 75,985.61,1046.68
75,75 to 80,545.19,557.64
80,80 and over,464.42,460.57
