class,age,male,female
0,0 to 1,1132.68,1009.37
1,1 to 5,4340,3860.84
10,10 to 15,6142.6,5776.98
15,15 to 20,5983.45,6181.73
20,20 to 25,6024.14,6257.14
25,25 to 30,6003.58,6209.45
30,30 to 35,5665.37,5657.4
35,35 to 40,5209.83,5245.97
40,40 to 45,4765.98,4805.23
45,45 to 50,4330.7,4450.96
5,5 to 10,5246,4756.9
50,50 to 55,3926.12,4152.1
55,55 to 60,3635.38,3577.96
60,60 to 65,3084.97,2909.52
65,65 to 70,2498.86,2422.09
70,70 to 75,1809.91,1996.78
75,75 to 80,1422.14,1430.94
80,80 and over,1027.41,1099.77
