class,age,male,female
0,0 to 1,783.73,728.91
1,1 to 5,3002.95,2788.09
10,10 to 15,3751.83,3603.55
15,15 to 20,3289.69,3341.09
20,20 to 25,2997.24,3191.32
25,25 to 30,3038.63,3006.66
30,30 to 35,2803.18,2918.42
35,35 to 40,2754.61,2863.38
40,40 to 45,2515.84,2622.22
45,45 to 50,2250.48,2188.35
5,5 to 10,4067.19,3841.24
50,50 to 55,1783.72,1988.28
55,55 to 60,1496.91,1678.08
60,60 to 65,1310.6,1610.61
65,65 to 70,839.9,1044.8
70,70 to 75,474.29,667.23
75,75 to 80,232.85,318.19
80,80 and over,172.46,262.71
