class,age,male,female
0,0 to 1,1589.42,1451.82
1,1 to 5,6090.07,5553.21
10,10 to 15,7975.49,7611.33
15,15 to 20,8113.59,7849.89
20,20 to 25,8276.62,7982.54
25,25 to 30,8174.34,7704.19
30,30 to 35,7664.88,7380.65
35,35 to 40,7402.84,6885.86
40,40 to 45,6558.7,6336.29
45,45 to 50,6017.33,5510.53
5,5 to 10,7556.93,6987.04
50,50 to 55,4809.45,4745.9
55,55 to 60,4271.22,3813.61
60,60 to 65,3105.78,3191.24
65,65 to 70,2256.37,2339.98
70,70 to 75,1381.97,1487.98
75,75 to 80,751.13,860.34
80,80 and over,594.46,665.21
