class,age,male,female
0,0 to 1,986.56,916.59
1,1 to 5,3780.14,3505.96
10,10 to 15,4713.44,4487.43
15,15 to 20,3987.71,3970.76
20,20 to 25,3770.92,3762.32
25,25 to 30,3917.93,3740.71
30,30 to 35,3944.66,3926.56
35,35 to 40,3950.29,3732.92
40,40 to 45,3521.48,3465.09
45,45 to 50,3131.64,3049.88
5,5 to 10,4573.73,4259.52
50,50 to 55,2703.04,2723.91
55,55 to 60,2310.77,2465.23
60,60 to 65,2141.22,2209.59
65,65 to 70,1445.43,1571.11
70,70 to 75,824.35,1070.86
75,75 to 80,438.47,631.29
80,80 and over,365.73,496.53
