class,age,male,female
0,0 to 1,777.1,724
1,1 to 5,2977.57,2769.3
10,10 to 15,3616.97,3431.34
15,15 to 20,3001.62,3154.55
20,20 to 25,2887.77,3119.04
25,25 to 30,3037.07,2976.45
30,30 to 35,2810.2,2855.08
35,35 to 40,2732.28,2806.82
40,40 to 45,2548.21,2616.91
45,45 to 50,2267.3,2259.29
5,5 to 10,4099.24,3855.5
50,50 to 55,1868.62,1966.79
55,55 to 60,1456.89,1600.59
60,60 to 65,1248.5,1646.17
65,65 to 70,871.28,1162.91
70,70 to 75,422.14,672.2
75,75 to 80,185.97,298.06
80,80 and over,149.5,242.21
