class,age,male,female
0,0 to 1,824.02,767.61
1,1 to 5,3157.36,2936.1
10,10 to 15,3674.97,3445.16
15,15 to 20,3393.03,3425.75
20,20 to 25,3488.8,3616.03
25,25 to 30,3658.88,3470.43
30,30 to 35,3476.39,3227.86
35,35 to 40,3199.7,2989.69
40,40 to 45,2880.18,2815.74
45,45 to 50,2647.32,2467.42
5,5 to 10,3780.05,3551.23
50,50 to 55,2199,2203.76
55,55 to 60,1917.13,1823.71
60,60 to 65,1547.56,1525.36
65,65 to 70,1050.02,1021.56
70,70 to 75,608.39,717.7
75,75 to 80,345.74,407.38
80,80 and over,278.28,320.03
